order_number,site,carrier,gpu,cpu,ordered,case_on,motherboard_on,cpu_on,ram_on,memory_on,gpu_on,packaged,delivered
12529,Aurora,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/27/2021, 04:29:15","01/27/2021, 04:34:22","01/27/2021, 04:39:14","01/27/2021, 04:50:13","01/27/2021, 04:53:09","01/27/2021, 04:59:46","01/27/2021, 05:07:06","01/27/2021, 05:10:52","02/02/2021, 02:34:07"
12530,Area 51,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/27/2021, 04:47:07","01/27/2021, 04:50:44","01/27/2021, 04:54:53","01/29/2021, 17:30:44","01/29/2021, 17:35:11","01/29/2021, 17:43:58","01/29/2021, 17:50:27","01/29/2021, 17:54:11","02/07/2021, 08:28:46"
12531,Area 51,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/27/2021, 04:55:11","01/27/2021, 05:00:18","01/27/2021, 05:04:28","01/27/2021, 05:09:58","01/27/2021, 05:13:56","01/27/2021, 05:21:50","01/27/2021, 05:29:14","01/27/2021, 05:32:56","02/04/2021, 09:29:24"
12532,Aurora,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/27/2021, 05:24:35","01/27/2021, 05:29:59","01/27/2021, 05:35:03","01/27/2021, 05:41:03","01/27/2021, 05:47:17","01/27/2021, 05:53:59","01/27/2021, 06:03:29","01/27/2021, 06:07:02","02/01/2021, 12:19:38"
12533,Roswell,TimeTraveler Mail,Hydra 2080,Ghidora 12,"01/27/2021, 05:37:44","01/27/2021, 05:42:34","01/27/2021, 05:46:26","01/27/2021, 05:51:05","01/27/2021, 05:57:24","01/27/2021, 06:05:47","01/27/2021, 06:14:52","01/27/2021, 06:29:39","01/30/2021, 17:47:21"
12534,Aurora,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/27/2021, 05:50:19","01/27/2021, 05:56:02","01/27/2021, 06:01:52","01/27/2021, 06:10:30","01/28/2021, 07:44:57","01/28/2021, 07:54:12","01/28/2021, 08:04:17","01/28/2021, 08:07:12","02/03/2021, 16:28:58"
12535,Area 51,TimeTraveler Mail,Chimera 3020,Ghidora 12,"01/27/2021, 05:52:19","01/27/2021, 05:58:42","01/27/2021, 06:01:26","01/27/2021, 06:07:54","01/27/2021, 06:11:07","01/27/2021, 06:18:26","01/27/2021, 06:27:54","01/27/2021, 06:31:16","02/02/2021, 05:46:06"
12536,Roswell,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/27/2021, 06:05:02","01/27/2021, 06:10:49","01/27/2021, 06:15:00","01/27/2021, 06:22:11","01/27/2021, 06:28:17","01/27/2021, 06:36:53","01/27/2021, 06:45:08","01/27/2021, 06:52:03","02/02/2021, 23:39:38"
12537,Roswell,TimeTraveler Mail,Chimera 3020,Ghidora 12,"01/27/2021, 06:19:58","01/27/2021, 06:25:39","01/27/2021, 06:29:25","01/30/2021, 08:56:54","01/30/2021, 09:00:17","01/30/2021, 09:09:19","01/30/2021, 09:16:06","01/30/2021, 09:31:11","02/04/2021, 06:16:34"
12538,Aurora,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/27/2021, 06:35:24","01/27/2021, 06:41:35","01/27/2021, 06:46:53","01/27/2021, 06:57:33","01/27/2021, 07:01:06","01/27/2021, 07:08:23","01/27/2021, 07:20:09","01/27/2021, 07:23:29","02/04/2021, 09:27:20"
12539,Area 51,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/27/2021, 06:38:55","01/27/2021, 06:43:55","01/27/2021, 06:47:39","01/27/2021, 06:54:53","01/27/2021, 06:59:57","01/27/2021, 07:08:41","01/27/2021, 07:16:02","01/27/2021, 07:19:41","02/04/2021, 12:35:13"
12540,Roswell,TimeTraveler Mail,Chimera 3020,Ghidora 12,"01/27/2021, 06:39:47","01/27/2021, 06:42:37","01/27/2021, 06:47:31","01/29/2021, 15:26:39","01/29/2021, 15:32:13","01/29/2021, 15:39:03","01/29/2021, 15:49:10","01/29/2021, 16:06:15","02/02/2021, 15:43:40"
12541,Aurora,WarpSpeed Delivery,Chimera 3020,Ghidora 12,"01/27/2021, 06:46:58","01/27/2021, 06:49:33","01/27/2021, 06:53:37","01/27/2021, 06:58:39","01/27/2021, 07:03:03","01/27/2021, 07:11:08","01/27/2021, 07:19:14","01/27/2021, 07:21:53","02/02/2021, 07:33:06"
12542,Area 51,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/27/2021, 06:51:27","01/27/2021, 06:56:11","01/27/2021, 07:00:47","01/27/2021, 07:07:42","01/27/2021, 07:14:43","01/27/2021, 07:23:33","01/27/2021, 07:35:09","01/27/2021, 07:39:02","02/01/2021, 22:21:38"
12543,Roswell,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/27/2021, 06:59:22","01/27/2021, 07:04:18","01/27/2021, 07:08:12","01/27/2021, 07:17:38","01/27/2021, 07:22:37","01/27/2021, 07:31:13","01/27/2021, 07:42:46","01/27/2021, 07:54:24","02/05/2021, 03:05:28"
12544,Roswell,WarpSpeed Delivery,Chimera 3020,Gojira 5,"01/27/2021, 07:16:17","01/27/2021, 07:22:17","01/27/2021, 07:27:27","01/27/2021, 07:36:50","01/27/2021, 07:40:55","01/27/2021, 07:47:29","01/27/2021, 07:56:22","01/27/2021, 08:00:56","02/01/2021, 02:18:32"
12545,Roswell,WarpSpeed Delivery,Chimera 2080,Gojira 5,"01/27/2021, 08:16:33","01/27/2021, 08:22:26","01/27/2021, 08:26:28","01/27/2021, 08:34:18","01/27/2021, 08:38:57","01/27/2021, 08:45:23","01/27/2021, 08:56:26","01/27/2021, 09:02:00","01/31/2021, 03:53:43"
12546,Aurora,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/27/2021, 08:37:11","01/27/2021, 08:41:27","01/27/2021, 08:46:40","01/27/2021, 08:55:15","01/28/2021, 09:40:11","01/28/2021, 09:48:48","01/28/2021, 09:55:21","01/28/2021, 09:58:20","02/01/2021, 15:33:06"
12547,Roswell,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/27/2021, 08:39:16","01/27/2021, 08:44:01","01/27/2021, 08:48:30","01/27/2021, 08:56:34","01/27/2021, 09:01:55","01/27/2021, 09:09:12","01/27/2021, 09:16:34","01/27/2021, 09:33:19","01/31/2021, 12:31:23"
12548,Aurora,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/27/2021, 08:42:50","01/27/2021, 08:45:56","01/27/2021, 08:50:56","01/27/2021, 08:56:52","01/27/2021, 09:00:27","01/27/2021, 09:06:46","01/27/2021, 09:15:08","01/27/2021, 09:17:56","02/03/2021, 01:17:43"
12549,Roswell,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/27/2021, 08:55:29","01/27/2021, 08:57:50","01/27/2021, 09:02:13","01/27/2021, 09:06:53","01/27/2021, 09:11:18","01/27/2021, 09:19:02","01/27/2021, 09:25:41","01/27/2021, 09:36:18","02/02/2021, 12:27:05"
12550,Area 51,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/27/2021, 09:30:59","01/27/2021, 09:35:33","01/27/2021, 09:40:46","01/27/2021, 09:48:05","01/27/2021, 09:51:47","01/27/2021, 10:02:17","01/27/2021, 10:12:51","01/27/2021, 10:15:58","01/30/2021, 23:32:39"
12551,Aurora,HyperDrive Carriers,Chimera 3020,Mothra 4,"01/27/2021, 09:49:32","01/27/2021, 09:52:40","01/27/2021, 09:56:24","01/27/2021, 10:05:28","01/27/2021, 10:10:01","01/27/2021, 10:17:38","01/27/2021, 10:29:41","01/27/2021, 10:32:40","02/05/2021, 20:06:10"
12552,Roswell,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/27/2021, 09:55:20","01/27/2021, 09:59:00","01/27/2021, 10:04:07","01/27/2021, 10:08:10","01/27/2021, 10:12:02","01/27/2021, 10:18:47","01/27/2021, 10:27:25","01/27/2021, 10:32:17","02/01/2021, 11:44:45"
12553,Area 51,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/27/2021, 10:07:48","01/27/2021, 10:11:33","01/27/2021, 10:17:40","01/27/2021, 10:23:56","01/27/2021, 10:29:18","01/27/2021, 10:37:23","01/27/2021, 10:46:05","01/27/2021, 10:49:26","02/03/2021, 02:55:17"
12554,Area 51,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/27/2021, 10:11:21","01/27/2021, 10:16:34","01/27/2021, 10:21:42","01/27/2021, 10:28:19","01/27/2021, 10:31:38","01/27/2021, 10:39:59","01/27/2021, 10:48:25","01/27/2021, 10:51:02","02/01/2021, 04:33:30"
12555,Aurora,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/27/2021, 10:13:04","01/27/2021, 10:17:05","01/27/2021, 10:20:52","01/27/2021, 10:31:50","01/27/2021, 10:35:43","01/27/2021, 10:43:03","01/27/2021, 10:52:00","01/27/2021, 10:55:03","02/04/2021, 01:41:48"
12556,Aurora,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/27/2021, 10:19:36","01/27/2021, 10:25:19","01/27/2021, 10:30:25","01/27/2021, 10:35:29","01/28/2021, 09:51:52","01/28/2021, 09:59:41","01/28/2021, 10:07:36","01/28/2021, 10:11:46","02/02/2021, 21:28:48"
12557,Roswell,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/27/2021, 10:27:55","01/27/2021, 10:34:25","01/27/2021, 10:38:18","01/27/2021, 10:44:45","01/27/2021, 10:48:18","01/27/2021, 10:57:08","01/27/2021, 11:03:24","01/27/2021, 11:20:32","02/01/2021, 04:02:31"
12558,Area 51,WarpSpeed Delivery,Chimera 3020,Gojira 5,"01/27/2021, 10:32:02","01/27/2021, 10:35:07","01/27/2021, 10:39:22","01/27/2021, 10:47:46","01/27/2021, 10:52:25","01/27/2021, 11:00:57","01/27/2021, 11:06:59","01/27/2021, 11:10:30","02/01/2021, 20:18:44"
12559,Roswell,TimeTraveler Mail,Chimera 3020,Gojira 5,"01/27/2021, 10:32:36","01/27/2021, 10:35:09","01/27/2021, 10:40:10","01/27/2021, 10:47:29","01/27/2021, 10:53:50","01/27/2021, 11:00:55","01/27/2021, 11:09:49","01/27/2021, 11:25:34","02/01/2021, 01:45:21"
12560,Aurora,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/27/2021, 10:36:23","01/27/2021, 10:41:37","01/27/2021, 10:46:57","01/27/2021, 10:57:10","01/28/2021, 09:17:46","01/28/2021, 09:25:32","01/28/2021, 09:33:55","01/28/2021, 09:37:46","02/02/2021, 07:07:06"
12561,Area 51,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/27/2021, 10:57:54","01/27/2021, 11:03:14","01/27/2021, 11:07:51","01/27/2021, 11:12:29","01/27/2021, 11:13:49","01/27/2021, 11:21:29","01/27/2021, 11:30:49","01/27/2021, 11:34:27","02/01/2021, 13:32:21"
12562,Area 51,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/27/2021, 11:00:18","01/27/2021, 11:04:40","01/27/2021, 11:10:17","01/27/2021, 11:18:13","01/27/2021, 11:23:11","01/27/2021, 11:30:31","01/27/2021, 11:40:42","01/27/2021, 11:44:57","02/04/2021, 07:15:22"
12563,Area 51,HyperDrive Carriers,Chimera 3020,Gojira 5,"01/27/2021, 11:02:20","01/27/2021, 11:07:14","01/27/2021, 11:12:06","01/27/2021, 11:19:04","01/27/2021, 11:23:41","01/27/2021, 11:31:41","01/27/2021, 11:42:44","01/27/2021, 11:46:38","02/03/2021, 06:17:01"
12564,Roswell,HyperDrive Carriers,Chimera 3020,Gojira 5,"01/27/2021, 11:19:42","01/27/2021, 11:25:10","01/27/2021, 11:29:46","01/27/2021, 11:36:14","01/27/2021, 11:42:26","01/27/2021, 11:49:37","01/27/2021, 12:01:50","01/27/2021, 12:10:31","02/07/2021, 08:32:52"
12565,Area 51,HyperDrive Carriers,Chimera 3020,Gojira 5,"01/27/2021, 11:48:17","01/27/2021, 11:54:03","01/27/2021, 11:57:51","01/27/2021, 12:05:06","01/27/2021, 12:09:30","01/27/2021, 12:17:52","01/27/2021, 12:26:48","01/27/2021, 12:30:11","02/05/2021, 03:47:52"
12566,Area 51,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/27/2021, 11:51:36","01/27/2021, 11:55:30","01/27/2021, 12:00:54","01/27/2021, 12:12:05","01/27/2021, 12:17:10","01/27/2021, 12:24:31","01/27/2021, 12:32:34","01/27/2021, 12:36:31","02/01/2021, 00:00:59"
12567,Area 51,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/27/2021, 11:55:43","01/27/2021, 12:01:11","01/27/2021, 12:06:30","01/27/2021, 12:15:12","01/27/2021, 12:20:38","01/27/2021, 12:28:52","01/27/2021, 12:38:29","01/27/2021, 12:42:39","02/05/2021, 13:55:02"
12568,Roswell,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/27/2021, 12:00:25","01/27/2021, 12:05:55","01/27/2021, 12:09:42","01/27/2021, 12:20:10","01/27/2021, 12:23:51","01/27/2021, 12:31:27","01/27/2021, 12:42:01","01/27/2021, 12:47:05","02/04/2021, 15:38:45"
12569,Area 51,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/27/2021, 12:12:29","01/27/2021, 12:17:56","01/27/2021, 12:23:41","01/27/2021, 12:29:53","01/27/2021, 12:36:21","01/27/2021, 12:43:08","01/27/2021, 12:52:29","01/27/2021, 12:56:35","01/31/2021, 07:18:48"
12570,Area 51,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/27/2021, 12:21:58","01/27/2021, 12:25:50","01/27/2021, 12:30:49","01/27/2021, 12:37:00","01/27/2021, 12:42:49","01/27/2021, 12:50:49","01/27/2021, 13:00:36","01/27/2021, 13:03:22","02/02/2021, 12:52:05"
12571,Area 51,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/27/2021, 12:30:30","01/27/2021, 12:36:05","01/27/2021, 12:39:50","01/27/2021, 12:46:20","01/27/2021, 12:51:33","01/27/2021, 13:00:25","01/27/2021, 13:10:01","01/27/2021, 13:13:53","01/31/2021, 22:42:04"
12572,Roswell,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/27/2021, 12:41:24","01/27/2021, 12:45:15","01/27/2021, 12:49:19","01/27/2021, 12:57:44","01/27/2021, 13:01:50","01/27/2021, 13:09:48","01/27/2021, 13:17:19","01/27/2021, 13:24:27","01/31/2021, 16:28:43"
12573,Roswell,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/27/2021, 12:54:48","01/27/2021, 13:00:19","01/27/2021, 13:05:04","01/27/2021, 13:15:18","01/27/2021, 13:21:55","01/27/2021, 13:31:57","01/27/2021, 13:42:03","01/27/2021, 14:00:02","02/04/2021, 21:18:12"
12574,Roswell,WarpSpeed Delivery,Chimera 2080,Gojira 5,"01/27/2021, 13:11:11","01/27/2021, 13:16:01","01/27/2021, 13:19:39","01/27/2021, 13:26:50","01/27/2021, 13:34:15","01/27/2021, 13:43:30","01/27/2021, 13:51:47","01/27/2021, 14:07:37","02/02/2021, 04:18:44"
12575,Area 51,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/27/2021, 13:21:47","01/27/2021, 13:26:45","01/27/2021, 13:32:21","01/27/2021, 13:39:50","01/27/2021, 13:45:55","01/27/2021, 13:53:53","01/27/2021, 14:04:59","01/27/2021, 14:12:39","02/02/2021, 14:27:36"
12576,Area 51,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/27/2021, 13:25:02","01/27/2021, 13:28:01","01/27/2021, 13:32:26","01/27/2021, 13:40:00","01/27/2021, 13:43:51","01/27/2021, 13:51:17","01/27/2021, 14:01:03","01/27/2021, 14:05:00","02/03/2021, 14:49:01"
12577,Area 51,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/27/2021, 13:37:02","01/27/2021, 13:43:39","01/27/2021, 13:48:49","01/27/2021, 13:58:51","01/27/2021, 14:02:51","01/27/2021, 14:12:13","01/27/2021, 14:21:13","01/27/2021, 14:25:06","02/03/2021, 03:34:30"
12578,Roswell,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/27/2021, 13:46:41","01/27/2021, 13:51:46","01/27/2021, 13:56:57","01/27/2021, 14:02:31","01/27/2021, 14:07:32","01/27/2021, 14:15:10","01/27/2021, 14:24:04","01/27/2021, 14:42:02","02/02/2021, 22:50:24"
12579,Aurora,HyperDrive Carriers,Chimera 3020,Gojira 5,"01/27/2021, 13:48:21","01/27/2021, 13:52:12","01/27/2021, 13:56:57","01/27/2021, 14:08:22","01/27/2021, 14:09:44","01/27/2021, 14:16:16","01/27/2021, 14:27:23","01/27/2021, 14:30:47","02/03/2021, 16:35:45"
12580,Area 51,TimeTraveler Mail,Hydra 2080,Ghidora 12,"01/27/2021, 14:11:41","01/27/2021, 14:17:40","01/27/2021, 14:23:29","01/31/2021, 15:46:49","01/31/2021, 15:51:51","01/31/2021, 15:58:35","01/31/2021, 16:09:10","01/31/2021, 16:13:29","02/05/2021, 14:49:41"
12581,Aurora,WarpSpeed Delivery,Chimera 2080,Ghidora 12,"01/27/2021, 14:15:03","01/27/2021, 14:18:35","01/27/2021, 14:23:02","01/27/2021, 14:32:06","01/27/2021, 14:36:45","01/27/2021, 14:45:54","01/31/2021, 18:40:07","01/31/2021, 18:43:53","02/06/2021, 17:41:33"
12582,Area 51,TimeTraveler Mail,Chimera 2080,Ghidora 12,"01/27/2021, 14:32:51","01/27/2021, 14:39:07","01/27/2021, 14:44:29","01/27/2021, 14:51:07","01/27/2021, 14:55:56","01/27/2021, 15:03:39","01/31/2021, 13:41:55","01/31/2021, 13:45:06","02/07/2021, 01:50:05"
12583,Roswell,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/27/2021, 14:33:17","01/27/2021, 14:37:51","01/27/2021, 14:41:07","01/27/2021, 14:46:09","01/27/2021, 14:50:01","01/27/2021, 14:57:47","01/27/2021, 15:06:43","01/27/2021, 15:12:36","02/02/2021, 21:30:15"
12584,Aurora,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/27/2021, 14:39:26","01/27/2021, 14:42:40","01/27/2021, 14:46:51","01/27/2021, 14:54:00","01/27/2021, 14:59:07","01/27/2021, 15:06:56","01/27/2021, 15:17:00","01/27/2021, 15:20:31","02/04/2021, 16:46:10"
12585,Aurora,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/27/2021, 14:50:03","01/27/2021, 14:54:52","01/27/2021, 15:00:34","01/27/2021, 15:04:07","01/27/2021, 15:08:15","01/27/2021, 15:15:28","01/27/2021, 15:23:29","01/27/2021, 15:27:50","02/06/2021, 00:23:02"
12586,Area 51,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/27/2021, 14:50:07","01/27/2021, 14:54:44","01/27/2021, 14:59:08","01/27/2021, 15:05:24","01/27/2021, 15:10:40","01/27/2021, 15:17:51","01/27/2021, 15:27:21","01/27/2021, 15:30:46","02/01/2021, 11:10:59"
12587,Aurora,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/27/2021, 14:54:42","01/27/2021, 14:57:06","01/27/2021, 15:01:25","01/27/2021, 15:07:31","01/27/2021, 15:11:25","01/27/2021, 15:21:45","01/27/2021, 15:30:29","01/27/2021, 15:33:23","01/31/2021, 07:46:18"
12588,Area 51,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/27/2021, 15:10:57","01/27/2021, 15:13:56","01/27/2021, 15:18:47","01/30/2021, 17:18:52","01/30/2021, 17:24:37","01/30/2021, 17:33:24","01/30/2021, 17:38:00","01/30/2021, 17:41:30","02/05/2021, 04:25:56"
12589,Roswell,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/27/2021, 15:16:50","01/27/2021, 15:21:00","01/27/2021, 15:25:16","01/27/2021, 15:35:52","01/27/2021, 15:40:56","01/27/2021, 15:49:41","01/27/2021, 15:59:39","01/27/2021, 16:06:35","02/03/2021, 13:39:56"
12590,Aurora,HyperDrive Carriers,Chimera 3020,Mothra 4,"01/27/2021, 15:23:52","01/27/2021, 15:29:04","01/27/2021, 15:33:17","01/27/2021, 15:41:24","01/27/2021, 15:45:11","01/27/2021, 15:52:51","01/27/2021, 16:03:56","01/27/2021, 16:06:36","02/05/2021, 03:07:26"
12591,Aurora,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/27/2021, 15:26:52","01/27/2021, 15:29:27","01/27/2021, 15:35:30","01/27/2021, 15:40:46","01/27/2021, 15:46:07","01/27/2021, 15:54:09","01/27/2021, 16:02:51","01/27/2021, 16:06:22","02/06/2021, 02:31:09"
12592,Roswell,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/27/2021, 15:57:05","01/27/2021, 16:02:33","01/27/2021, 16:08:03","01/27/2021, 16:16:48","01/27/2021, 16:21:07","01/27/2021, 16:28:40","01/27/2021, 16:35:58","01/27/2021, 16:43:54","02/01/2021, 20:36:21"
12593,Area 51,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/27/2021, 16:15:33","01/27/2021, 16:21:17","01/27/2021, 16:25:10","01/27/2021, 16:31:20","01/27/2021, 16:36:07","01/27/2021, 16:45:18","01/27/2021, 16:56:23","01/27/2021, 17:00:32","02/01/2021, 13:46:49"
12594,Roswell,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/27/2021, 16:31:49","01/27/2021, 16:37:22","01/27/2021, 16:41:17","01/27/2021, 16:46:24","01/27/2021, 16:50:51","01/27/2021, 16:58:08","01/27/2021, 17:07:26","01/27/2021, 17:22:15","02/03/2021, 16:31:29"
12595,Roswell,WarpSpeed Delivery,Chimera 3020,Gojira 5,"01/27/2021, 17:38:24","01/27/2021, 17:41:26","01/27/2021, 17:46:28","01/27/2021, 17:54:51","01/27/2021, 17:59:37","01/27/2021, 18:07:14","01/27/2021, 18:13:47","01/27/2021, 18:22:05","02/01/2021, 18:07:45"
12596,Aurora,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/27/2021, 17:44:58","01/27/2021, 17:51:28","01/27/2021, 17:56:03","01/27/2021, 18:03:30","01/27/2021, 18:09:00","01/27/2021, 18:15:12","01/27/2021, 18:26:18","01/27/2021, 18:29:50","01/30/2021, 23:57:34"
12597,Area 51,HyperDrive Carriers,Chimera 3020,Mothra 4,"01/27/2021, 17:47:10","01/27/2021, 17:52:40","01/27/2021, 17:56:07","01/27/2021, 18:06:52","01/27/2021, 18:12:44","01/27/2021, 18:22:46","01/27/2021, 18:33:48","01/27/2021, 18:37:37","02/06/2021, 03:53:54"
12598,Aurora,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/27/2021, 18:01:42","01/27/2021, 18:05:47","01/27/2021, 18:10:05","01/27/2021, 18:19:23","01/27/2021, 18:21:13","01/27/2021, 18:30:33","01/27/2021, 18:40:03","01/27/2021, 18:43:06","01/31/2021, 06:34:56"
12599,Aurora,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/27/2021, 18:39:44","01/27/2021, 18:46:13","01/27/2021, 18:50:04","01/27/2021, 18:58:46","01/27/2021, 19:03:18","01/27/2021, 19:10:01","01/27/2021, 19:20:10","01/27/2021, 19:23:47","02/05/2021, 03:04:17"
12600,Area 51,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/27/2021, 18:48:41","01/27/2021, 18:53:04","01/27/2021, 18:57:19","01/27/2021, 19:04:48","01/27/2021, 19:09:18","01/27/2021, 19:16:37","01/27/2021, 19:26:29","01/27/2021, 19:30:20","02/01/2021, 11:50:08"
12601,Aurora,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/27/2021, 19:09:29","01/27/2021, 19:16:45","01/27/2021, 19:22:40","01/27/2021, 19:31:38","01/27/2021, 19:36:32","01/27/2021, 19:45:22","01/27/2021, 19:56:25","01/27/2021, 20:00:19","01/31/2021, 15:44:30"
12602,Aurora,TimeTraveler Mail,Hydra 2080,Ghidora 12,"01/27/2021, 19:22:06","01/27/2021, 19:28:26","01/27/2021, 19:32:44","01/27/2021, 19:43:27","01/27/2021, 19:48:17","01/27/2021, 19:55:57","01/27/2021, 20:05:56","01/27/2021, 20:08:59","02/01/2021, 06:27:34"
12603,Roswell,WarpSpeed Delivery,Chimera 2080,Ghidora 12,"01/27/2021, 19:24:10","01/27/2021, 19:28:50","01/27/2021, 19:34:15","01/31/2021, 01:40:21","01/31/2021, 01:44:55","01/31/2021, 01:52:49","01/31/2021, 02:00:58","01/31/2021, 02:13:26","02/02/2021, 22:19:35"
12604,Roswell,TimeTraveler Mail,Chimera 3020,Ghidora 12,"01/27/2021, 19:46:32","01/27/2021, 19:50:48","01/27/2021, 19:55:07","01/27/2021, 20:03:20","01/27/2021, 20:08:38","01/27/2021, 20:15:37","01/27/2021, 20:23:19","01/27/2021, 20:36:54","02/01/2021, 17:21:59"
12605,Roswell,TimeTraveler Mail,Chimera 3020,Gojira 5,"01/27/2021, 20:01:23","01/27/2021, 20:07:43","01/27/2021, 20:12:07","01/27/2021, 20:20:11","01/27/2021, 20:25:05","01/27/2021, 20:31:24","01/27/2021, 20:40:50","01/27/2021, 20:53:45","02/01/2021, 13:38:49"
12606,Roswell,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/27/2021, 20:49:04","01/27/2021, 20:55:20","01/27/2021, 20:59:57","01/27/2021, 21:06:16","01/27/2021, 21:12:19","01/27/2021, 21:19:15","01/27/2021, 21:29:33","01/27/2021, 21:36:39","02/02/2021, 05:51:47"
12607,Roswell,TimeTraveler Mail,Chimera 3020,Ghidora 12,"01/27/2021, 21:10:58","01/27/2021, 21:15:53","01/27/2021, 21:22:23","01/27/2021, 21:29:25","01/27/2021, 21:32:42","01/27/2021, 21:40:10","01/27/2021, 21:50:19","01/27/2021, 22:00:40","01/31/2021, 19:10:57"
12608,Roswell,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/27/2021, 21:13:34","01/27/2021, 21:16:33","01/27/2021, 21:22:29","01/27/2021, 21:32:52","01/27/2021, 21:38:19","01/27/2021, 21:46:38","01/27/2021, 21:51:34","01/27/2021, 21:59:49","02/02/2021, 00:19:45"
12609,Aurora,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/27/2021, 21:18:39","01/27/2021, 21:22:24","01/27/2021, 21:27:09","01/27/2021, 21:32:01","01/28/2021, 21:07:35","01/28/2021, 21:15:21","01/28/2021, 21:23:24","01/28/2021, 21:26:45","02/04/2021, 21:46:45"
12610,Roswell,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/27/2021, 21:20:38","01/27/2021, 21:26:24","01/27/2021, 21:30:38","01/27/2021, 21:37:15","01/27/2021, 21:42:49","01/27/2021, 21:49:42","01/27/2021, 22:00:29","01/27/2021, 22:09:08","02/03/2021, 06:12:59"
12611,Aurora,TimeTraveler Mail,Chimera 2080,Gojira 5,"01/27/2021, 21:23:37","01/27/2021, 21:28:59","01/27/2021, 21:32:19","01/27/2021, 21:41:05","01/27/2021, 21:46:35","01/27/2021, 21:54:25","01/27/2021, 22:02:47","01/27/2021, 22:06:18","02/01/2021, 10:27:40"
12612,Roswell,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/27/2021, 21:33:56","01/27/2021, 21:36:57","01/27/2021, 21:41:19","01/27/2021, 21:46:32","01/27/2021, 21:51:03","01/27/2021, 21:59:53","01/27/2021, 22:10:25","01/27/2021, 22:14:37","02/02/2021, 02:50:05"
12613,Area 51,TimeTraveler Mail,Chimera 3020,Gojira 5,"01/27/2021, 21:53:18","01/27/2021, 21:57:38","01/27/2021, 22:04:05","01/27/2021, 22:10:53","01/27/2021, 22:14:54","01/27/2021, 22:23:38","01/27/2021, 22:31:03","01/27/2021, 22:34:52","02/02/2021, 15:53:46"
